,createDt,deathCnt,defCnt,gubun,gubunCn,gubunEn,incDec,isolClearCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
196,2021-11-25 09:04:56.334,76,12511,충남,忠南,Chungcheongnam-do,111,11336,110,1,590,13493,2021년 11월 25일 00시,null
197,2021-11-25 09:04:56.334,89,8664,충북,忠北,Chungcheongbuk-do,39,8283,39,0,541,13492,2021년 11월 25일 00시,null
198,2021-11-25 09:04:56.334,71,8291,강원,江原,Gangwon-do,87,7540,86,1,537,13491,2021년 11월 25일 00시,null
199,2021-11-25 09:04:56.333,1118,128336,경기,京畿,Gyeonggi-do,1102,113310,1096,6,956,13490,2021년 11월 25일 00시,null
200,2021-11-25 09:04:56.333,2,1492,세종,世宗,Sejong,20,1397,20,0,419,13489,2021년 11월 25일 00시,null
201,2021-11-25 09:04:56.333,57,5611,울산,蔚山,Ulsan,13,5468,13,0,494,13488,2021년 11월 25일 00시,null
202,2021-11-25 09:04:56.333,59,8334,대전,大田,Daejeon,50,7786,50,0,569,13487,2021년 11월 25일 00시,null
203,2021-11-25 09:04:56.332,30,6054,광주,光州,Gwangju,35,5617,35,0,417,13486,2021년 11월 25일 00시,null
204,2021-11-25 09:04:56.332,136,23379,인천,仁川,Incheon,260,20595,259,1,794,13485,2021년 11월 25일 00시,null
205,2021-11-25 09:04:56.332,304,18507,대구,大邱,Daegu,81,17581,80,1,765,13484,2021년 11월 25일 00시,null
206,2021-11-25 09:04:56.332,179,15680,부산,釜山,Busan,97,14462,97,0,462,13483,2021년 11월 25일 00시,null
207,2021-11-25 09:04:56.331,1004,146406,서울,首尔,Seoul,1760,125728,1757,3,1514,13482,2021년 11월 25일 00시,null
208,2021-11-25 09:04:56.331,3401,429002,합계,合计,Total,3938,381851,3917,21,828,13481,2021년 11월 25일 00시,null
209,2021-11-24 09:02:32.134,16,6414,검역,隔離區,Lazaretto,7,6255,0,7,-,13480,2021년 11월 24일 00시,null
210,2021-11-24 09:02:32.134,9,3515,제주,济州,Jeju,22,3263,22,0,521,13479,2021년 11월 24일 00시,null
211,2021-11-24 09:02:32.134,50,14534,경남,庆南,Gyeongsangnam-do,87,13597,87,0,435,13478,2021년 11월 24일 00시,null
212,2021-11-24 09:02:32.134,100,10720,경북,庆北,Gyeongsangbuk-do,65,10143,65,0,406,13477,2021년 11월 24일 00시,null
213,2021-11-24 09:02:32.133,25,4214,전남,全南,Jeollanam-do,52,3779,52,0,228,13476,2021년 11월 24일 00시,null
214,2021-11-24 09:02:32.133,72,6057,전북,全北,Jeollabuk-do,34,5558,34,0,336,13475,2021년 11월 24일 00시,null
215,2021-11-24 09:02:32.133,76,12400,충남,忠南,Chungcheongnam-do,291,11303,291,0,585,13474,2021년 11월 24일 00시,null
216,2021-11-24 09:02:32.133,89,8625,충북,忠北,Chungcheongbuk-do,40,8267,40,0,539,13473,2021년 11월 24일 00시,null
217,2021-11-24 09:02:32.133,71,8204,강원,江原,Gangwon-do,65,7504,62,3,532,13472,2021년 11월 24일 00시,null
218,2021-11-24 09:02:32.132,1101,127234,경기,京畿,Gyeonggi-do,1184,113092,1176,8,948,13471,2021년 11월 24일 00시,null
219,2021-11-24 09:02:32.132,2,1472,세종,世宗,Sejong,7,1395,7,0,414,13470,2021년 11월 24일 00시,null
220,2021-11-24 09:02:32.132,57,5598,울산,蔚山,Ulsan,11,5461,11,0,493,13469,2021년 11월 24일 00시,null
221,2021-11-24 09:02:32.132,58,8284,대전,大田,Daejeon,51,7765,51,0,566,13468,2021년 11월 24일 00시,null
222,2021-11-24 09:02:32.132,30,6019,광주,光州,Gwangju,46,5598,45,1,415,13467,2021년 11월 24일 00시,null
223,2021-11-24 09:02:32.131,132,23119,인천,仁川,Incheon,221,20508,219,2,786,13466,2021년 11월 24일 00시,null
224,2021-11-24 09:02:32.131,303,18426,대구,大邱,Daegu,78,17520,78,0,762,13465,2021년 11월 24일 00시,null
225,2021-11-24 09:02:32.131,178,15583,부산,釜山,Busan,120,14401,118,2,459,13464,2021년 11월 24일 00시,null
226,2021-11-24 09:02:32.131,993,144646,서울,首尔,Seoul,1734,124968,1729,5,1496,13463,2021년 11월 24일 00시,2021-11-24 13:29:40.336
227,2021-11-24 09:02:32.13,3362,425064,합계,合计,Total,4115,380377,4087,28,820,13462,2021년 11월 24일 00시,2021-11-24 13:30:11.829
228,2021-11-23 08:57:17.931,16,6407,검역,隔離區,Lazaretto,1,6253,0,1,-,13461,2021년 11월 23일 00시,null
229,2021-11-23 08:57:17.931,9,3493,제주,济州,Jeju,29,3246,29,0,518,13460,2021년 11월 23일 00시,null
230,2021-11-23 08:57:17.931,50,14447,경남,庆南,Gyeongsangnam-do,80,13546,80,0,433,13459,2021년 11월 23일 00시,null
231,2021-11-23 08:57:17.931,100,10655,경북,庆北,Gyeongsangbuk-do,51,10107,51,0,404,13458,2021년 11월 23일 00시,null
232,2021-11-23 08:57:17.93,25,4162,전남,全南,Jeollanam-do,20,3757,20,0,225,13457,2021년 11월 23일 00시,null
233,2021-11-23 08:57:17.93,71,6023,전북,全北,Jeollabuk-do,42,5522,40,2,334,13456,2021년 11월 23일 00시,null
234,2021-11-23 08:57:17.93,76,12109,충남,忠南,Chungcheongnam-do,77,11245,77,0,571,13455,2021년 11월 23일 00시,null
235,2021-11-23 08:57:17.93,89,8585,충북,忠北,Chungcheongbuk-do,20,8238,20,0,536,13454,2021년 11월 23일 00시,null
236,2021-11-23 08:57:17.929,71,8139,강원,江原,Gangwon-do,66,7479,66,0,528,13453,2021년 11월 23일 00시,null
237,2021-11-23 08:57:17.929,1091,126050,경기,京畿,Gyeonggi-do,773,112850,769,4,939,13452,2021년 11월 23일 00시,null
238,2021-11-23 08:57:17.929,2,1465,세종,世宗,Sejong,8,1394,8,0,412,13451,2021년 11월 23일 00시,null
239,2021-11-23 08:57:17.929,57,5587,울산,蔚山,Ulsan,7,5453,7,0,492,13450,2021년 11월 23일 00시,null
240,2021-11-23 08:57:17.928,57,8233,대전,大田,Daejeon,68,7743,68,0,562,13449,2021년 11월 23일 00시,null
241,2021-11-23 08:57:17.928,30,5973,광주,光州,Gwangju,55,5573,55,0,412,13448,2021년 11월 23일 00시,null
242,2021-11-23 08:57:17.928,131,22898,인천,仁川,Incheon,131,20426,129,2,778,13447,2021년 11월 23일 00시,null
243,2021-11-23 08:57:17.928,302,18348,대구,大邱,Daegu,50,17441,50,0,759,13446,2021년 11월 23일 00시,null
244,2021-11-23 08:57:17.927,178,15463,부산,釜山,Busan,56,14340,56,0,456,13445,2021년 11월 23일 00시,null
245,2021-11-23 08:57:17.927,973,142913,서울,首尔,Seoul,1165,123948,1160,5,1478,13444,2021년 11월 23일 00시,null
246,2021-11-23 08:57:17.927,3328,420950,합계,合计,Total,2699,378561,2685,14,812,13443,2021년 11월 23일 00시,null
247,2021-11-22 09:03:29.196,16,6406,검역,隔離區,Lazaretto,7,6244,0,7,-,13442,2021년 11월 22일 00시,null
248,2021-11-22 09:03:29.195,9,3464,제주,济州,Jeju,17,3231,17,0,513,13441,2021년 11월 22일 00시,null
249,2021-11-22 09:03:29.195,48,14367,경남,庆南,Gyeongsangnam-do,65,13484,63,2,430,13440,2021년 11월 22일 00시,null
250,2021-11-22 09:03:29.195,100,10604,경북,庆北,Gyeongsangbuk-do,39,10078,39,0,402,13439,2021년 11월 22일 00시,null
251,2021-11-22 09:03:29.195,25,4142,전남,全南,Jeollanam-do,27,3745,25,2,224,13438,2021년 11월 22일 00시,null
252,2021-11-22 09:03:29.194,70,5981,전북,全北,Jeollabuk-do,34,5450,34,0,332,13437,2021년 11월 22일 00시,null
253,2021-11-22 09:03:29.194,75,12032,충남,忠南,Chungcheongnam-do,47,11180,47,0,567,13436,2021년 11월 22일 00시,null
254,2021-11-22 09:03:29.194,89,8565,충북,忠北,Chungcheongbuk-do,26,8216,26,0,535,13435,2021년 11월 22일 00시,null
255,2021-11-22 09:03:29.193,70,8073,강원,江原,Gangwon-do,55,7443,55,0,523,13434,2021년 11월 22일 00시,null
256,2021-11-22 09:03:29.193,1082,125278,경기,京畿,Gyeonggi-do,820,112624,817,3,933,13433,2021년 11월 22일 00시,null
257,2021-11-22 09:03:29.193,2,1457,세종,世宗,Sejong,5,1393,5,0,409,13432,2021년 11월 22일 00시,null
258,2021-11-22 09:03:29.193,57,5580,울산,蔚山,Ulsan,10,5450,10,0,491,13431,2021년 11월 22일 00시,null
259,2021-11-22 09:03:29.192,56,8165,대전,大田,Daejeon,36,7712,36,0,558,13430,2021년 11월 22일 00시,null
260,2021-11-22 09:03:29.192,30,5918,광주,光州,Gwangju,57,5539,57,0,408,13429,2021년 11월 22일 00시,null
261,2021-11-22 09:03:29.192,129,22767,인천,仁川,Incheon,161,20327,159,2,774,13428,2021년 11월 22일 00시,null
262,2021-11-22 09:03:29.192,302,18298,대구,大邱,Daegu,53,17370,53,0,757,13427,2021년 11월 22일 00시,null
263,2021-11-22 09:03:29.191,178,15407,부산,釜山,Busan,90,14289,89,1,454,13426,2021년 11월 22일 00시,null
264,2021-11-22 09:03:29.191,960,141748,서울,首尔,Seoul,1278,122931,1274,4,1466,13425,2021년 11월 22일 00시,null
265,2021-11-22 09:03:29.191,3298,418252,합계,合计,Total,2827,376706,2806,21,807,13424,2021년 11월 22일 00시,null
266,2021-11-21 09:06:03.3,16,6399,검역,隔離區,Lazaretto,5,6244,0,5,-,13423,2021년 11월 21일 00시,null
267,2021-11-21 09:06:03.3,9,3447,제주,济州,Jeju,15,3214,15,0,510.943,13422,2021년 11월 21일 00시,null
268,2021-11-21 09:06:03.3,47,14302,경남,庆南,Gyeongsangnam-do,76,13436,76,0,428.176,13421,2021년 11월 21일 00시,null
269,2021-11-21 09:06:03.3,100,10565,경북,庆北,Gyeongsangbuk-do,26,10052,25,1,400.277,13420,2021년 11월 21일 00시,null
270,2021-11-21 09:06:03.3,25,4115,전남,全南,Jeollanam-do,38,3730,37,1,222.246,13419,2021년 11월 21일 00시,null
271,2021-11-21 09:06:03.299,70,5947,전북,全北,Jeollabuk-do,41,5402,40,1,329.637,13418,2021년 11월 21일 00시,null
272,2021-11-21 09:06:03.299,75,11985,충남,忠南,Chungcheongnam-do,47,11150,47,0,565.056,13417,2021년 11월 21일 00시,null
273,2021-11-21 09:06:03.299,89,8539,충북,忠北,Chungcheongbuk-do,20,8202,20,0,533.408,13416,2021년 11월 21일 00시,null
274,2021-11-21 09:06:03.299,69,8018,강원,江原,Gangwon-do,75,7417,75,0,519.691,13415,2021년 11월 21일 00시,null
275,2021-11-21 09:06:03.299,1072,124458,경기,京畿,Gyeonggi-do,992,112433,988,4,926.922,13414,2021년 11월 21일 00시,null
276,2021-11-21 09:06:03.298,2,1452,세종,世宗,Sejong,7,1387,7,0,408.059,13413,2021년 11월 21일 00시,null
277,2021-11-21 09:06:03.298,57,5570,울산,蔚山,Ulsan,9,5448,9,0,490.31,13412,2021년 11월 21일 00시,null
278,2021-11-21 09:06:03.298,56,8129,대전,大田,Daejeon,43,7698,43,0,555.304,13411,2021년 11월 21일 00시,null
279,2021-11-21 09:06:03.298,30,5861,광주,光州,Gwangju,70,5525,70,0,404.19,13410,2021년 11월 21일 00시,null
280,2021-11-21 09:06:03.297,127,22606,인천,仁川,Incheon,206,20269,203,3,768.173,13409,2021년 11월 21일 00시,null
281,2021-11-21 09:06:03.297,300,18245,대구,大邱,Daegu,44,17326,42,2,754.441,13408,2021년 11월 21일 00시,null
282,2021-11-21 09:06:03.297,178,15317,부산,釜山,Busan,86,14223,86,0,451.57,13407,2021년 11월 21일 00시,null
283,2021-11-21 09:06:03.297,952,140470,서울,首尔,Seoul,1320,122599,1315,5,1452.868,13406,2021년 11월 21일 00시,null
284,2021-11-21 09:06:03.296,3274,415425,합계,合计,Total,3120,375755,3098,22,801.53,13405,2021년 11월 21일 00시,null
285,2021-11-20 08:51:46.4,16,6394,검역,隔離區,Lazaretto,6,6244,0,6,-,13404,2021년 11월 20일 00시,null
286,2021-11-20 08:51:46.4,9,3432,제주,济州,Jeju,23,3201,23,0,509,13403,2021년 11월 20일 00시,null
287,2021-11-20 08:51:46.4,47,14226,경남,庆南,Gyeongsangnam-do,79,13384,79,0,426,13402,2021년 11월 20일 00시,null
288,2021-11-20 08:51:46.4,100,10539,경북,庆北,Gyeongsangbuk-do,35,10014,35,0,399,13401,2021년 11월 20일 00시,null
289,2021-11-20 08:51:46.399,25,4077,전남,全南,Jeollanam-do,66,3714,66,0,220,13400,2021년 11월 20일 00시,null
290,2021-11-20 08:51:46.399,70,5908,전북,全北,Jeollabuk-do,32,5368,32,0,327,13399,2021년 11월 20일 00시,null
291,2021-11-20 08:51:46.399,74,11938,충남,忠南,Chungcheongnam-do,74,11119,73,1,563,13398,2021년 11월 20일 00시,null
292,2021-11-20 08:51:46.399,89,8519,충북,忠北,Chungcheongbuk-do,34,8172,34,0,532,13397,2021년 11월 20일 00시,null
293,2021-11-20 08:51:46.399,69,7943,강원,江原,Gangwon-do,59,7396,59,0,515,13396,2021년 11월 20일 00시,null
294,2021-11-20 08:51:46.398,1061,123466,경기,京畿,Gyeonggi-do,993,112206,988,5,920,13395,2021년 11월 20일 00시,null
295,2021-11-20 08:51:46.398,2,1445,세종,世宗,Sejong,7,1382,7,0,406,13394,2021년 11월 20일 00시,null
296,2021-11-20 08:51:46.398,57,5561,울산,蔚山,Ulsan,5,5433,5,0,490,13393,2021년 11월 20일 00시,null
297,2021-11-20 08:51:46.398,56,8086,대전,大田,Daejeon,32,7676,32,0,552,13392,2021년 11월 20일 00시,null
298,2021-11-20 08:51:46.398,29,5791,광주,光州,Gwangju,39,5506,39,0,399,13391,2021년 11월 20일 00시,null
299,2021-11-20 08:51:46.397,126,22400,인천,仁川,Incheon,204,20207,204,0,761,13390,2021년 11월 20일 00시,null
300,2021-11-20 08:51:46.397,296,18201,대구,大邱,Daegu,61,17284,61,0,753,13389,2021년 11월 20일 00시,null
301,2021-11-20 08:51:46.397,177,15231,부산,釜山,Busan,86,14162,85,1,449,13388,2021년 11월 20일 00시,null
302,2021-11-20 08:51:46.397,941,139154,서울,首尔,Seoul,1377,121915,1372,5,1439,13387,2021년 11월 20일 00시,null
303,2021-11-20 08:51:46.396,3244,412311,합계,合计,Total,3212,374383,3194,18,796,13386,2021년 11월 20일 00시,null
304,2021-11-19 08:55:12.68,16,6388,검역,隔離區,Lazaretto,12,6236,0,12,-,13385,2021년 11월 19일 00시,null
305,2021-11-19 08:55:12.68,9,3409,제주,济州,Jeju,31,3190,31,0,505,13384,2021년 11월 19일 00시,null
306,2021-11-19 08:55:12.68,47,14147,경남,庆南,Gyeongsangnam-do,78,13274,78,0,424,13383,2021년 11월 19일 00시,null
307,2021-11-19 08:55:12.68,100,10504,경북,庆北,Gyeongsangbuk-do,49,9951,49,0,398,13382,2021년 11월 19일 00시,null
308,2021-11-19 08:55:12.68,25,4011,전남,全南,Jeollanam-do,46,3705,46,0,217,13381,2021년 11월 19일 00시,null
309,2021-11-19 08:55:12.679,70,5876,전북,全北,Jeollabuk-do,24,5340,24,0,326,13380,2021년 11월 19일 00시,null
310,2021-11-19 08:55:12.679,73,11864,충남,忠南,Chungcheongnam-do,56,10914,56,0,559,13379,2021년 11월 19일 00시,null
311,2021-11-19 08:55:12.679,88,8485,충북,忠北,Chungcheongbuk-do,20,8113,20,0,530,13378,2021년 11월 19일 00시,null
312,2021-11-19 08:55:12.679,68,7884,강원,江原,Gangwon-do,72,7362,72,0,511,13377,2021년 11월 19일 00시,null
313,2021-11-19 08:55:12.678,1054,122473,경기,京畿,Gyeonggi-do,849,109039,844,5,912,13376,2021년 11월 19일 00시,null
314,2021-11-19 08:55:12.678,2,1438,세종,世宗,Sejong,3,1380,3,0,404,13375,2021년 11월 19일 00시,null
315,2021-11-19 08:55:12.678,57,5556,울산,蔚山,Ulsan,4,5424,4,0,489,13374,2021년 11월 19일 00시,null
316,2021-11-19 08:55:12.678,56,8054,대전,大田,Daejeon,53,7628,53,0,550,13373,2021년 11월 19일 00시,null
317,2021-11-19 08:55:12.678,29,5752,광주,光州,Gwangju,24,5493,24,0,397,13372,2021년 11월 19일 00시,null
318,2021-11-19 08:55:12.677,125,22196,인천,仁川,Incheon,188,19646,187,1,754,13371,2021년 11월 19일 00시,null
319,2021-11-19 08:55:12.677,295,18140,대구,大邱,Daegu,47,17236,47,0,750,13370,2021년 11월 19일 00시,null
320,2021-11-19 08:55:12.677,175,15145,부산,釜山,Busan,77,14112,76,1,446,13369,2021년 11월 19일 00시,null
321,2021-11-19 08:55:12.677,926,137777,서울,首尔,Seoul,1401,120680,1397,4,1425,13368,2021년 11월 19일 00시,null
322,2021-11-19 08:55:12.676,3215,409099,합계,合计,Total,3034,368723,3011,23,789,13367,2021년 11월 19일 00시,null
323,2021-11-18 08:33:17.725,16,6376,검역,隔離區,Lazaretto,7,6233,0,7,-,13366,2021년 11월 18일 00시,null
324,2021-11-18 08:33:17.725,9,3378,제주,济州,Jeju,28,3168,28,0,501,13365,2021년 11월 18일 00시,null
325,2021-11-18 08:33:17.725,46,14069,경남,庆南,Gyeongsangnam-do,98,13211,98,0,421,13364,2021년 11월 18일 00시,null
326,2021-11-18 08:33:17.725,99,10455,경북,庆北,Gyeongsangbuk-do,51,9895,50,1,396,13363,2021년 11월 18일 00시,null
327,2021-11-18 08:33:17.725,25,3965,전남,全南,Jeollanam-do,40,3683,40,0,214,13362,2021년 11월 18일 00시,null
328,2021-11-18 08:33:17.724,70,5852,전북,全北,Jeollabuk-do,54,5326,54,0,324,13361,2021년 11월 18일 00시,null
329,2021-11-18 08:33:17.724,72,11808,충남,忠南,Chungcheongnam-do,82,10869,80,2,557,13360,2021년 11월 18일 00시,null
330,2021-11-18 08:33:17.724,88,8465,충북,忠北,Chungcheongbuk-do,26,8085,26,0,529,13359,2021년 11월 18일 00시,null
331,2021-11-18 08:33:17.724,68,7812,강원,江原,Gangwon-do,62,7340,61,1,506,13358,2021년 11월 18일 00시,null
332,2021-11-18 08:33:17.723,1047,121624,경기,京畿,Gyeonggi-do,967,108892,965,2,906,13357,2021년 11월 18일 00시,null
333,2021-11-18 08:33:17.723,2,1435,세종,世宗,Sejong,10,1377,10,0,403,13356,2021년 11월 18일 00시,null
334,2021-11-18 08:33:17.723,57,5552,울산,蔚山,Ulsan,10,5419,9,1,489,13355,2021년 11월 18일 00시,null
335,2021-11-18 08:33:17.723,56,8001,대전,大田,Daejeon,36,7610,36,0,547,13354,2021년 11월 18일 00시,null
336,2021-11-18 08:33:17.723,29,5728,광주,光州,Gwangju,34,5468,34,0,395,13353,2021년 11월 18일 00시,null
337,2021-11-18 08:33:17.722,123,22008,인천,仁川,Incheon,195,19577,195,0,748,13352,2021년 11월 18일 00시,null
338,2021-11-18 08:33:17.722,293,18093,대구,大邱,Daegu,73,17178,73,0,748,13351,2021년 11월 18일 00시,null
339,2021-11-18 08:33:17.722,175,15068,부산,釜山,Busan,90,14071,90,0,444,13350,2021년 11월 18일 00시,null
340,2021-11-18 08:33:17.722,912,136376,서울,首尔,Seoul,1429,120176,1423,6,1411,13349,2021년 11월 18일 00시,null
341,2021-11-18 08:33:17.722,3187,406065,합계,合计,Total,3292,367578,3272,20,783,13348,2021년 11월 18일 00시,null
342,2021-11-17 08:45:32.279,16,6369,검역,隔離區,Lazaretto,5,6231,0,5,-,13347,2021년 11월 17일 00시,null
343,2021-11-17 08:45:32.278,8,3350,제주,济州,Jeju,23,3156,23,0,497,13346,2021년 11월 17일 00시,null
344,2021-11-17 08:45:32.278,46,13971,경남,庆南,Gyeongsangnam-do,66,13170,66,0,418,13345,2021년 11월 17일 00시,null
345,2021-11-17 08:45:32.278,98,10404,경북,庆北,Gyeongsangbuk-do,26,9834,26,0,394,13344,2021년 11월 17일 00시,null
346,2021-11-17 08:45:32.278,25,3925,전남,全南,Jeollanam-do,36,3661,36,0,212,13343,2021년 11월 17일 00시,null
347,2021-11-17 08:45:32.278,70,5798,전북,全北,Jeollabuk-do,50,5299,50,0,321,13342,2021년 11월 17일 00시,null
348,2021-11-17 08:45:32.277,68,11726,충남,忠南,Chungcheongnam-do,71,10813,70,1,553,13341,2021년 11월 17일 00시,null
349,2021-11-17 08:45:32.277,88,8439,충북,忠北,Chungcheongbuk-do,28,8052,28,0,527,13340,2021년 11월 17일 00시,null
350,2021-11-17 08:45:32.277,68,7750,강원,江原,Gangwon-do,54,7318,53,1,502,13339,2021년 11월 17일 00시,null
351,2021-11-17 08:45:32.277,1043,120658,경기,京畿,Gyeonggi-do,964,108654,956,8,899,13338,2021년 11월 17일 00시,null
352,2021-11-17 08:45:32.276,2,1425,세종,世宗,Sejong,16,1376,16,0,400,13337,2021년 11월 17일 00시,null
353,2021-11-17 08:45:32.276,57,5542,울산,蔚山,Ulsan,14,5418,14,0,488,13336,2021년 11월 17일 00시,null
354,2021-11-17 08:45:32.276,56,7965,대전,大田,Daejeon,46,7587,46,0,544,13335,2021년 11월 17일 00시,null
355,2021-11-17 08:45:32.276,29,5694,광주,光州,Gwangju,34,5443,33,1,393,13334,2021년 11월 17일 00시,null
356,2021-11-17 08:45:32.275,121,21813,인천,仁川,Incheon,159,19530,157,2,741,13333,2021년 11월 17일 00시,null
357,2021-11-17 08:45:32.275,291,18020,대구,大邱,Daegu,56,17148,54,2,745,13332,2021년 11월 17일 00시,null
358,2021-11-17 08:45:32.275,174,14978,부산,釜山,Busan,103,14028,103,0,442,13331,2021년 11월 17일 00시,null
359,2021-11-17 08:45:32.275,898,134948,서울,首尔,Seoul,1436,119371,1432,4,1396,13330,2021년 11월 17일 00시,null
360,2021-11-17 08:45:32.274,3158,402775,합계,合计,Total,3187,366089,3163,24,777,13329,2021년 11월 17일 00시,null
361,2021-11-16 08:46:07.652,16,6364,검역,隔離區,Lazaretto,1,6219,0,1,-,13328,2021년 11월 16일 00시,null
362,2021-11-16 08:46:07.652,7,3327,제주,济州,Jeju,43,3140,43,0,493,13327,2021년 11월 16일 00시,null
363,2021-11-16 08:46:07.652,46,13905,경남,庆南,Gyeongsangnam-do,45,13127,45,0,416,13326,2021년 11월 16일 00시,null
364,2021-11-16 08:46:07.652,98,10378,경북,庆北,Gyeongsangbuk-do,9,9767,9,0,393,13325,2021년 11월 16일 00시,null
365,2021-11-16 08:46:07.651,25,3889,전남,全南,Jeollanam-do,29,3630,29,0,210,13324,2021년 11월 16일 00시,null
366,2021-11-16 08:46:07.651,69,5748,전북,全北,Jeollabuk-do,56,5271,55,1,319,13323,2021년 11월 16일 00시,null
367,2021-11-16 08:46:07.651,68,11655,충남,忠南,Chungcheongnam-do,42,10772,42,0,549,13322,2021년 11월 16일 00시,null
368,2021-11-16 08:46:07.651,88,8411,충북,忠北,Chungcheongbuk-do,28,8018,28,0,525,13321,2021년 11월 16일 00시,null
369,2021-11-16 08:46:07.65,68,7696,강원,江原,Gangwon-do,51,7290,51,0,499,13320,2021년 11월 16일 00시,null
370,2021-11-16 08:46:07.65,1036,119695,경기,京畿,Gyeonggi-do,658,108390,653,5,891,13319,2021년 11월 16일 00시,null
371,2021-11-16 08:46:07.65,2,1409,세종,世宗,Sejong,6,1375,6,0,396,13318,2021년 11월 16일 00시,null
372,2021-11-16 08:46:07.65,57,5528,울산,蔚山,Ulsan,9,5412,9,0,487,13317,2021년 11월 16일 00시,null
373,2021-11-16 08:46:07.65,56,7920,대전,大田,Daejeon,35,7575,35,0,541,13316,2021년 11월 16일 00시,null
374,2021-11-16 08:46:07.649,29,5660,광주,光州,Gwangju,11,5432,11,0,390,13315,2021년 11월 16일 00시,null
375,2021-11-16 08:46:07.649,120,21654,인천,仁川,Incheon,131,19456,131,0,736,13314,2021년 11월 16일 00시,null
376,2021-11-16 08:46:07.649,290,17964,대구,大邱,Daegu,38,17095,38,0,743,13313,2021년 11월 16일 00시,null
377,2021-11-16 08:46:07.649,172,14875,부산,釜山,Busan,87,13964,86,1,439,13312,2021년 11월 16일 00시,null
378,2021-11-16 08:46:07.648,890,133513,서울,首尔,Seoul,846,118566,839,7,1381,13311,2021년 11월 16일 00시,null
379,2021-11-16 08:46:07.648,3137,399591,합계,合计,Total,2125,364499,2110,15,771,13310,2021년 11월 16일 00시,null
380,2021-11-15 09:43:21.875,16,6363,검역,隔離區,Lazaretto,5,6219,0,5,-,13309,2021년 11월 15일 00시,null
381,2021-11-15 09:43:21.875,7,3284,제주,济州,Jeju,10,3136,10,0,487,13308,2021년 11월 15일 00시,null
382,2021-11-15 09:43:21.875,45,13860,경남,庆南,Gyeongsangnam-do,46,13079,44,2,415,13307,2021년 11월 15일 00시,null
383,2021-11-15 09:43:21.874,98,10369,경북,庆北,Gyeongsangbuk-do,34,9718,34,0,393,13306,2021년 11월 15일 00시,null
384,2021-11-15 09:43:21.874,24,3860,전남,全南,Jeollanam-do,19,3595,19,0,208,13305,2021년 11월 15일 00시,null
385,2021-11-15 09:43:21.874,69,5692,전북,全北,Jeollabuk-do,38,5241,38,0,316,13304,2021년 11월 15일 00시,null
386,2021-11-15 09:43:21.874,68,11613,충남,忠南,Chungcheongnam-do,57,10673,57,0,548,13303,2021년 11월 15일 00시,null
387,2021-11-15 09:43:21.873,87,8383,충북,忠北,Chungcheongbuk-do,18,7966,18,0,524,13302,2021년 11월 15일 00시,null
388,2021-11-15 09:43:21.873,68,7645,강원,江原,Gangwon-do,35,7237,35,0,496,13301,2021년 11월 15일 00시,null
389,2021-11-15 09:43:21.873,1030,119036,경기,京畿,Gyeonggi-do,602,108075,596,6,887,13300,2021년 11월 15일 00시,null
390,2021-11-15 09:43:21.873,2,1403,세종,世宗,Sejong,1,1374,1,0,394,13299,2021년 11월 15일 00시,null
391,2021-11-15 09:43:21.873,57,5519,울산,蔚山,Ulsan,4,5404,3,1,486,13298,2021년 11월 15일 00시,null
392,2021-11-15 09:43:21.872,56,7885,대전,大田,Daejeon,33,7556,33,0,539,13297,2021년 11월 15일 00시,null
393,2021-11-15 09:43:21.872,29,5649,광주,光州,Gwangju,26,5412,25,1,390,13296,2021년 11월 15일 00시,null
394,2021-11-15 09:43:21.872,119,21523,인천,仁川,Incheon,102,19379,102,0,731,13295,2021년 11월 15일 00시,null
395,2021-11-15 09:43:21.872,290,17926,대구,大邱,Daegu,49,17063,48,1,741,13294,2021년 11월 15일 00시,null
396,2021-11-15 09:43:21.871,171,14788,부산,釜山,Busan,68,13919,67,1,436,13293,2021년 11월 15일 00시,null
397,2021-11-15 09:43:21.871,879,132668,서울,首尔,Seoul,859,117788,856,3,1372,13292,2021년 11월 15일 00시,null
398,2021-11-15 09:43:21.871,3115,397466,합계,合计,Total,2006,362834,1986,20,767,13291,2021년 11월 15일 00시,null
399,2021-11-14 09:40:13.21,16,6358,검역,隔離區,Lazaretto,3,6219,0,3,-,13290,2021년 11월 14일 00시,null
400,2021-11-14 09:40:13.21,7,3274,제주,济州,Jeju,14,3125,14,0,485,13289,2021년 11월 14일 00시,null
401,2021-11-14 09:40:13.21,45,13814,경남,庆南,Gyeongsangnam-do,44,13052,44,0,414,13288,2021년 11월 14일 00시,null
402,2021-11-14 09:40:13.209,98,10335,경북,庆北,Gyeongsangbuk-do,42,9682,41,1,392,13287,2021년 11월 14일 00시,null
403,2021-11-14 09:40:13.209,24,3841,전남,全南,Jeollanam-do,26,3588,26,0,207,13286,2021년 11월 14일 00시,null
404,2021-11-14 09:40:13.209,69,5654,전북,全北,Jeollabuk-do,44,5226,44,0,313,13285,2021년 11월 14일 00시,null
405,2021-11-14 09:40:13.209,68,11556,충남,忠南,Chungcheongnam-do,54,10646,53,1,545,13284,2021년 11월 14일 00시,null
406,2021-11-14 09:40:13.209,87,8365,충북,忠北,Chungcheongbuk-do,27,7937,27,0,523,13283,2021년 11월 14일 00시,null
