,createDt,deathCnt,defCnt,gubun,gubunCn,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
199,2021-11-12 09:27:26.291,1003,116986,경기,京畿,Gyeonggi-do,791,105668,10315,790,1,871,13243,2021년 11월 12일 00시,null
200,2021-11-12 09:27:26.291,2,1399,세종,世宗,Sejong,6,1369,28,6,0,393,13242,2021년 11월 12일 00시,null
201,2021-11-12 09:27:26.291,57,5507,울산,蔚山,Ulsan,4,5387,63,4,0,485,13241,2021년 11월 12일 00시,null
202,2021-11-12 09:27:26.29,56,7802,대전,大田,Daejeon,25,7502,244,25,0,533,13240,2021년 11월 12일 00시,null
203,2021-11-12 09:27:26.29,29,5573,광주,光州,Gwangju,11,5367,177,11,0,384,13239,2021년 11월 12일 00시,null
204,2021-11-12 09:27:26.29,114,21099,인천,仁川,Incheon,120,18944,2041,120,0,717,13238,2021년 11월 12일 00시,null
205,2021-11-12 09:27:26.29,284,17732,대구,大邱,Daegu,70,16904,544,70,0,733,13237,2021년 11월 12일 00시,null
206,2021-11-12 09:27:26.289,170,14574,부산,釜山,Busan,63,13753,651,63,0,430,13236,2021년 11월 12일 00시,null
207,2021-11-12 09:27:26.289,861,129827,서울,首尔,Seoul,949,115694,13272,944,5,1343,13235,2021년 11월 12일 00시,null
208,2021-11-12 09:27:26.289,3051,390719,합계,合计,Total,2368,356615,31053,2358,10,754,13234,2021년 11월 12일 00시,null
209,2021-11-11 09:27:31.882,16,6347,검역,隔離區,Lazaretto,13,6205,126,0,13,-,13233,2021년 11월 11일 00시,null
210,2021-11-11 09:27:31.882,5,3224,제주,济州,Jeju,14,3100,119,14,0,478,13232,2021년 11월 11일 00시,null
211,2021-11-11 09:27:31.881,44,13661,경남,庆南,Gyeongsangnam-do,76,12875,742,76,0,409,13231,2021년 11월 11일 00시,null
212,2021-11-11 09:27:31.881,96,10217,경북,庆北,Gyeongsangbuk-do,33,9584,537,33,0,387,13230,2021년 11월 11일 00시,null
213,2021-11-11 09:27:31.881,22,3781,전남,全南,Jeollanam-do,17,3524,235,17,0,204,13229,2021년 11월 11일 00시,null
214,2021-11-11 09:27:31.881,69,5488,전북,全北,Jeollabuk-do,39,5129,290,39,0,304,13228,2021년 11월 11일 00시,null
215,2021-11-11 09:27:31.881,66,11366,충남,忠南,Chungcheongnam-do,50,10453,847,50,0,536,13227,2021년 11월 11일 00시,null
216,2021-11-11 09:27:31.88,87,8289,충북,忠北,Chungcheongbuk-do,34,7824,378,34,0,518,13226,2021년 11월 11일 00시,null
217,2021-11-11 09:27:31.88,68,7518,강원,江原,Gangwon-do,29,7132,318,28,1,487,13225,2021년 11월 11일 00시,null
218,2021-11-11 09:27:31.88,996,116195,경기,京畿,Gyeonggi-do,821,105090,10109,816,5,865,13224,2021년 11월 11일 00시,null
219,2021-11-11 09:27:31.88,2,1393,세종,世宗,Sejong,6,1365,26,6,0,391,13223,2021년 11월 11일 00시,null
220,2021-11-11 09:27:31.88,57,5503,울산,蔚山,Ulsan,20,5380,66,20,0,484,13222,2021년 11월 11일 00시,null
221,2021-11-11 09:27:31.879,56,7777,대전,大田,Daejeon,34,7487,234,34,0,531,13221,2021년 11월 11일 00시,null
222,2021-11-11 09:27:31.879,29,5562,광주,光州,Gwangju,32,5356,177,32,0,384,13220,2021년 11월 11일 00시,null
223,2021-11-11 09:27:31.879,113,20979,인천,仁川,Incheon,187,18883,1983,186,1,713,13219,2021년 11월 11일 00시,null
224,2021-11-11 09:27:31.879,283,17662,대구,大邱,Daegu,42,16852,527,42,0,730,13218,2021년 11월 11일 00시,null
225,2021-11-11 09:27:31.878,169,14511,부산,釜山,Busan,69,13698,644,68,1,428,13217,2021년 11월 11일 00시,null
226,2021-11-11 09:27:31.878,855,128878,서울,首尔,Seoul,1004,115077,12946,999,5,1333,13216,2021년 11월 11일 00시,null
227,2021-11-11 09:27:31.878,3033,388351,합계,合计,Total,2520,355014,30304,2494,26,749,13215,2021년 11월 11일 00시,null
228,2021-11-10 09:28:47.491,16,6334,검역,隔離區,Lazaretto,3,6203,115,0,3,-,13214,2021년 11월 10일 00시,null
229,2021-11-10 09:28:47.491,5,3210,제주,济州,Jeju,11,3098,107,11,0,476,13213,2021년 11월 10일 00시,null
230,2021-11-10 09:28:47.491,44,13585,경남,庆南,Gyeongsangnam-do,60,12800,741,60,0,407,13212,2021년 11월 10일 00시,null
231,2021-11-10 09:28:47.491,95,10184,경북,庆北,Gyeongsangbuk-do,36,9550,539,36,0,386,13211,2021년 11월 10일 00시,null
232,2021-11-10 09:28:47.49,22,3764,전남,全南,Jeollanam-do,7,3488,254,7,0,203,13210,2021년 11월 10일 00시,null
233,2021-11-10 09:28:47.49,69,5449,전북,全北,Jeollabuk-do,36,5113,267,35,1,302,13209,2021년 11월 10일 00시,null
234,2021-11-10 09:28:47.49,66,11316,충남,忠南,Chungcheongnam-do,58,10418,832,57,1,534,13208,2021년 11월 10일 00시,null
235,2021-11-10 09:28:47.49,87,8255,충북,忠北,Chungcheongbuk-do,31,7795,373,31,0,516,13207,2021년 11월 10일 00시,null
236,2021-11-10 09:28:47.49,68,7489,강원,江原,Gangwon-do,23,7112,309,23,0,485,13206,2021년 11월 10일 00시,null
237,2021-11-10 09:28:47.489,989,115374,경기,京畿,Gyeonggi-do,867,104151,10234,863,4,859,13205,2021년 11월 10일 00시,null
238,2021-11-10 09:28:47.489,2,1387,세종,世宗,Sejong,4,1363,22,4,0,390,13204,2021년 11월 10일 00시,null
239,2021-11-10 09:28:47.489,57,5483,울산,蔚山,Ulsan,5,5367,59,5,0,483,13203,2021년 11월 10일 00시,null
240,2021-11-10 09:28:47.489,56,7743,대전,大田,Daejeon,23,7472,215,23,0,529,13202,2021년 11월 10일 00시,null
241,2021-11-10 09:28:47.488,29,5530,광주,光州,Gwangju,22,5341,160,22,0,381,13201,2021년 11월 10일 00시,null
242,2021-11-10 09:28:47.488,113,20792,인천,仁川,Incheon,159,18727,1952,159,0,707,13200,2021년 11월 10일 00시,null
243,2021-11-10 09:28:47.488,281,17620,대구,大邱,Daegu,33,16788,551,33,0,729,13199,2021년 11월 10일 00시,null
244,2021-11-10 09:28:47.487,169,14442,부산,釜山,Busan,74,13651,622,73,1,426,13198,2021년 11월 10일 00시,null
245,2021-11-10 09:28:47.487,844,127874,서울,首尔,Seoul,973,114503,12527,967,6,1323,13197,2021년 11월 10일 00시,null
246,2021-11-10 09:28:47.487,3012,385831,합계,合计,Total,2425,352940,29879,2409,16,744,13196,2021년 11월 10일 00시,null
247,2021-11-09 09:24:31.121,16,6331,검역,隔離區,Lazaretto,5,6183,132,0,5,-,13195,2021년 11월 09일 00시,null
248,2021-11-09 09:24:31.121,5,3199,제주,济州,Jeju,20,3097,97,20,0,474,13194,2021년 11월 09일 00시,null
249,2021-11-09 09:24:31.121,44,13525,경남,庆南,Gyeongsangnam-do,77,12737,744,76,1,405,13193,2021년 11월 09일 00시,null
250,2021-11-09 09:24:31.121,95,10148,경북,庆北,Gyeongsangbuk-do,48,9501,552,48,0,384,13192,2021년 11월 09일 00시,null
251,2021-11-09 09:24:31.12,22,3757,전남,全南,Jeollanam-do,21,3463,272,21,0,203,13191,2021년 11월 09일 00시,null
252,2021-11-09 09:24:31.12,69,5413,전북,全北,Jeollabuk-do,12,5081,263,11,1,300,13190,2021년 11월 09일 00시,null
253,2021-11-09 09:24:31.12,66,11258,충남,忠南,Chungcheongnam-do,60,10345,847,60,0,531,13189,2021년 11월 09일 00시,null
254,2021-11-09 09:24:31.12,86,8224,충북,忠北,Chungcheongbuk-do,17,7764,374,17,0,514,13188,2021년 11월 09일 00시,null
255,2021-11-09 09:24:31.12,68,7466,강원,江原,Gangwon-do,21,7097,301,21,0,484,13187,2021년 11월 09일 00시,null
256,2021-11-09 09:24:31.119,982,114508,경기,京畿,Gyeonggi-do,528,103517,10009,524,4,853,13186,2021년 11월 09일 00시,null
257,2021-11-09 09:24:31.119,2,1383,세종,世宗,Sejong,3,1359,22,3,0,389,13185,2021년 11월 09일 00시,null
258,2021-11-09 09:24:31.119,56,5478,울산,蔚山,Ulsan,4,5360,62,4,0,482,13184,2021년 11월 09일 00시,null
259,2021-11-09 09:24:31.119,56,7720,대전,大田,Daejeon,25,7455,209,24,1,527,13183,2021년 11월 09일 00시,null
260,2021-11-09 09:24:31.119,29,5508,광주,光州,Gwangju,11,5322,157,11,0,380,13182,2021년 11월 09일 00시,null
261,2021-11-09 09:24:31.119,112,20633,인천,仁川,Incheon,111,18586,1935,110,1,701,13181,2021년 11월 09일 00시,null
262,2021-11-09 09:24:31.119,281,17587,대구,大邱,Daegu,44,16721,585,43,1,727,13180,2021년 11월 09일 00시,null
263,2021-11-09 09:24:31.118,169,14368,부산,釜山,Busan,46,13613,586,46,0,424,13179,2021년 11월 09일 00시,null
264,2021-11-09 09:24:31.118,840,126901,서울,首尔,Seoul,662,113457,12604,659,3,1313,13178,2021년 11월 09일 00시,null
265,2021-11-09 09:24:31.118,2998,383407,합계,合计,Total,1715,350658,29751,1698,17,740,13177,2021년 11월 09일 00시,null
266,2021-11-08 09:29:46.818,16,6326,검역,隔離區,Lazaretto,4,6179,131,0,4,-,13176,2021년 11월 08일 00시,null
267,2021-11-08 09:29:46.818,4,3179,제주,济州,Jeju,16,3088,87,16,0,471,13175,2021년 11월 08일 00시,null
268,2021-11-08 09:29:46.818,44,13448,경남,庆南,Gyeongsangnam-do,40,12700,704,39,1,403,13174,2021년 11월 08일 00시,null
269,2021-11-08 09:29:46.817,95,10100,경북,庆北,Gyeongsangbuk-do,60,9462,543,57,3,383,13173,2021년 11월 08일 00시,null
270,2021-11-08 09:29:46.817,22,3736,전남,全南,Jeollanam-do,17,3452,262,17,0,202,13172,2021년 11월 08일 00시,null
271,2021-11-08 09:29:46.817,69,5401,전북,全北,Jeollabuk-do,21,5039,293,21,0,299,13171,2021년 11월 08일 00시,null
272,2021-11-08 09:29:46.817,65,11198,충남,忠南,Chungcheongnam-do,62,10270,863,62,0,528,13170,2021년 11월 08일 00시,null
273,2021-11-08 09:29:46.817,85,8207,충북,忠北,Chungcheongbuk-do,35,7728,394,33,2,513,13169,2021년 11월 08일 00시,null
274,2021-11-08 09:29:46.817,68,7445,강원,江原,Gangwon-do,30,7062,315,30,0,483,13168,2021년 11월 08일 00시,null
275,2021-11-08 09:29:46.816,976,113980,경기,京畿,Gyeonggi-do,544,102353,10651,538,6,849,13167,2021년 11월 08일 00시,null
276,2021-11-08 09:29:46.816,2,1380,세종,世宗,Sejong,1,1354,24,1,0,388,13166,2021년 11월 08일 00시,null
277,2021-11-08 09:29:46.816,56,5474,울산,蔚山,Ulsan,5,5357,61,5,0,482,13165,2021년 11월 08일 00시,null
278,2021-11-08 09:29:46.816,55,7695,대전,大田,Daejeon,22,7436,204,22,0,526,13164,2021년 11월 08일 00시,null
279,2021-11-08 09:29:46.816,29,5497,광주,光州,Gwangju,28,5310,158,28,0,379,13163,2021년 11월 08일 00시,null
280,2021-11-08 09:29:46.816,112,20522,인천,仁川,Incheon,98,18365,2045,97,1,697,13162,2021년 11월 08일 00시,null
281,2021-11-08 09:29:46.815,280,17543,대구,大邱,Daegu,34,16642,621,34,0,725,13161,2021년 11월 08일 00시,null
282,2021-11-08 09:29:46.815,169,14322,부산,釜山,Busan,34,13588,565,33,1,422,13160,2021년 11월 08일 00시,null
283,2021-11-08 09:29:46.815,833,126241,서울,首尔,Seoul,709,112414,12994,700,9,1306,13159,2021년 11월 08일 00시,null
284,2021-11-08 09:29:46.815,2980,381694,합계,合计,Total,1760,347799,30915,1733,27,736,13158,2021년 11월 08일 00시,null
285,2021-11-07 09:29:23.84,16,6322,검역,隔離區,Lazaretto,2,6179,127,0,2,-,13157,2021년 11월 07일 00시,null
286,2021-11-07 09:29:23.84,4,3163,제주,济州,Jeju,14,3083,76,14,0,469,13156,2021년 11월 07일 00시,null
287,2021-11-07 09:29:23.84,44,13408,경남,庆南,Gyeongsangnam-do,46,12675,689,44,2,401,13155,2021년 11월 07일 00시,null
288,2021-11-07 09:29:23.84,95,10040,경북,庆北,Gyeongsangbuk-do,94,9431,514,94,0,380,13154,2021년 11월 07일 00시,null
289,2021-11-07 09:29:23.839,22,3719,전남,全南,Jeollanam-do,31,3445,252,31,0,201,13153,2021년 11월 07일 00시,null
290,2021-11-07 09:29:23.839,69,5380,전북,全北,Jeollabuk-do,22,5001,310,22,0,298,13152,2021년 11월 07일 00시,null
291,2021-11-07 09:29:23.839,65,11136,충남,忠南,Chungcheongnam-do,66,10233,838,66,0,525,13151,2021년 11월 07일 00시,null
292,2021-11-07 09:29:23.839,85,8172,충북,忠北,Chungcheongbuk-do,54,7667,420,53,1,510,13150,2021년 11월 07일 00시,null
293,2021-11-07 09:29:23.839,67,7415,강원,江原,Gangwon-do,42,7045,303,41,1,481,13149,2021년 11월 07일 00시,null
294,2021-11-07 09:29:23.839,971,113436,경기,京畿,Gyeonggi-do,703,102161,10304,699,4,845,13148,2021년 11월 07일 00시,null
295,2021-11-07 09:29:23.839,2,1379,세종,世宗,Sejong,2,1354,23,2,0,388,13147,2021년 11월 07일 00시,null
296,2021-11-07 09:29:23.838,56,5469,울산,蔚山,Ulsan,1,5354,59,1,0,481,13146,2021년 11월 07일 00시,null
297,2021-11-07 09:29:23.838,55,7673,대전,大田,Daejeon,23,7427,191,23,0,524,13145,2021년 11월 07일 00시,null
298,2021-11-07 09:29:23.838,29,5469,광주,光州,Gwangju,20,5292,148,19,1,377,13144,2021년 11월 07일 00시,null
299,2021-11-07 09:29:23.838,111,20424,인천,仁川,Incheon,161,18303,2010,158,3,694,13143,2021년 11월 07일 00시,null
300,2021-11-07 09:29:23.838,280,17509,대구,大邱,Daegu,55,16550,679,55,0,724,13142,2021년 11월 07일 00시,null
301,2021-11-07 09:29:23.838,168,14288,부산,釜山,Busan,40,13538,582,40,0,421,13141,2021년 11월 07일 00시,null
302,2021-11-07 09:29:23.838,828,125533,서울,首尔,Seoul,848,112063,12642,842,6,1298,13140,2021년 11월 07일 00시,null
303,2021-11-07 09:29:23.837,2967,379935,합계,合计,Total,2224,346801,30167,2204,20,733,13139,2021년 11월 07일 00시,null
304,2021-11-06 09:53:06.903,16,6320,검역,隔離區,Lazaretto,8,6179,125,0,8,-,13138,2021년 11월 06일 00시,null
305,2021-11-06 09:53:06.902,4,3149,제주,济州,Jeju,4,3073,72,4,0,467,13137,2021년 11월 06일 00시,null
306,2021-11-06 09:53:06.902,44,13362,경남,庆南,Gyeongsangnam-do,73,12633,685,73,0,400,13136,2021년 11월 06일 00시,null
307,2021-11-06 09:53:06.902,95,9946,경북,庆北,Gyeongsangbuk-do,35,9399,452,33,2,377,13135,2021년 11월 06일 00시,null
308,2021-11-06 09:53:06.902,22,3688,전남,全南,Jeollanam-do,40,3440,226,40,0,199,13134,2021년 11월 06일 00시,null
309,2021-11-06 09:53:06.902,69,5358,전북,全北,Jeollabuk-do,35,4961,328,35,0,297,13133,2021년 11월 06일 00시,null
310,2021-11-06 09:53:06.902,65,11070,충남,忠南,Chungcheongnam-do,65,10171,834,62,3,522,13132,2021년 11월 06일 00시,null
311,2021-11-06 09:53:06.902,85,8118,충북,忠北,Chungcheongbuk-do,43,7606,427,43,0,507,13131,2021년 11월 06일 00시,null
312,2021-11-06 09:53:06.901,67,7373,강원,江原,Gangwon-do,42,7023,283,42,0,478,13130,2021년 11월 06일 00시,null
313,2021-11-06 09:53:06.901,968,112733,경기,京畿,Gyeonggi-do,693,101961,9804,687,6,840,13129,2021년 11월 06일 00시,null
314,2021-11-06 09:53:06.901,2,1377,세종,世宗,Sejong,2,1353,22,1,1,387,13128,2021년 11월 06일 00시,null
315,2021-11-06 09:53:06.901,56,5468,울산,蔚山,Ulsan,12,5350,62,12,0,481,13127,2021년 11월 06일 00시,null
316,2021-11-06 09:53:06.901,55,7650,대전,大田,Daejeon,21,7423,172,21,0,523,13126,2021년 11월 06일 00시,null
317,2021-11-06 09:53:06.901,29,5449,광주,光州,Gwangju,18,5292,128,16,2,376,13125,2021년 11월 06일 00시,null
318,2021-11-06 09:53:06.9,111,20264,인천,仁川,Incheon,144,18082,2071,142,2,689,13124,2021년 11월 06일 00시,null
319,2021-11-06 09:53:06.9,278,17454,대구,大邱,Daegu,38,16469,707,38,0,722,13123,2021년 11월 06일 00시,null
320,2021-11-06 09:53:06.9,168,14248,부산,釜山,Busan,59,13509,571,58,1,420,13122,2021년 11월 06일 00시,null
321,2021-11-06 09:53:06.9,822,124685,서울,首尔,Seoul,916,111642,12221,912,4,1290,13121,2021년 11월 06일 00시,null
322,2021-11-06 09:53:06.9,2956,377712,합계,合计,Total,2248,345566,29190,2219,29,729,13120,2021년 11월 06일 00시,null
323,2021-11-05 09:28:22.121,16,6312,검역,隔離區,Lazaretto,5,6168,128,0,5,-,13119,2021년 11월 05일 00시,null
324,2021-11-05 09:28:22.121,3,3145,제주,济州,Jeju,7,3073,69,6,1,466,13118,2021년 11월 05일 00시,null
325,2021-11-05 09:28:22.121,44,13289,경남,庆南,Gyeongsangnam-do,33,12584,661,33,0,398,13117,2021년 11월 05일 00시,null
326,2021-11-05 09:28:22.12,95,9911,경북,庆北,Gyeongsangbuk-do,84,9333,483,84,0,375,13116,2021년 11월 05일 00시,null
327,2021-11-05 09:28:22.12,22,3648,전남,全南,Jeollanam-do,15,3424,202,15,0,197,13115,2021년 11월 05일 00시,null
328,2021-11-05 09:28:22.12,67,5323,전북,全北,Jeollabuk-do,16,4920,336,16,0,295,13114,2021년 11월 05일 00시,null
329,2021-11-05 09:28:22.12,64,11005,충남,忠南,Chungcheongnam-do,110,10085,856,106,4,519,13113,2021년 11월 05일 00시,null
330,2021-11-05 09:28:22.12,85,8075,충북,忠北,Chungcheongbuk-do,35,7569,421,35,0,504,13112,2021년 11월 05일 00시,null
331,2021-11-05 09:28:22.12,67,7331,강원,江原,Gangwon-do,22,6999,265,22,0,475,13111,2021년 11월 05일 00시,null
332,2021-11-05 09:28:22.119,961,112040,경기,京畿,Gyeonggi-do,742,101153,9926,740,2,834,13110,2021년 11월 05일 00시,null
333,2021-11-05 09:28:22.119,2,1375,세종,世宗,Sejong,2,1352,21,2,0,386,13109,2021년 11월 05일 00시,null
334,2021-11-05 09:28:22.119,56,5456,울산,蔚山,Ulsan,5,5344,56,5,0,480,13108,2021년 11월 05일 00시,null
335,2021-11-05 09:28:22.119,55,7629,대전,大田,Daejeon,24,7408,166,24,0,521,13107,2021년 11월 05일 00시,null
336,2021-11-05 09:28:22.119,29,5431,광주,光州,Gwangju,12,5288,114,11,1,375,13106,2021년 11월 05일 00시,null
337,2021-11-05 09:28:22.119,110,20120,인천,仁川,Incheon,153,17911,2099,152,1,684,13105,2021년 11월 05일 00시,null
338,2021-11-05 09:28:22.118,275,17416,대구,大邱,Daegu,43,16422,719,43,0,720,13104,2021년 11월 05일 00시,null
339,2021-11-05 09:28:22.118,167,14189,부산,釜山,Busan,56,13470,552,56,0,418,13103,2021년 11월 05일 00시,null
340,2021-11-05 09:28:22.118,818,123769,서울,首尔,Seoul,980,110734,12217,974,6,1280,13102,2021년 11월 05일 00시,null
341,2021-11-05 09:28:22.118,2936,375464,합계,合计,Total,2344,343237,29291,2324,20,724,13101,2021년 11월 05일 00시,null
342,2021-11-04 09:28:21.585,16,6307,검역,隔離區,Lazaretto,11,6161,130,0,11,-,13100,2021년 11월 04일 00시,null
343,2021-11-04 09:28:21.585,3,3138,제주,济州,Jeju,17,3066,69,16,1,465,13099,2021년 11월 04일 00시,null
344,2021-11-04 09:28:21.585,43,13256,경남,庆南,Gyeongsangnam-do,36,12563,650,36,0,397,13098,2021년 11월 04일 00시,null
345,2021-11-04 09:28:21.585,95,9827,경북,庆北,Gyeongsangbuk-do,39,9332,400,38,1,372,13097,2021년 11월 04일 00시,null
346,2021-11-04 09:28:21.585,22,3633,전남,全南,Jeollanam-do,17,3420,191,17,0,196,13096,2021년 11월 04일 00시,null
347,2021-11-04 09:28:21.585,66,5307,전북,全北,Jeollabuk-do,38,4905,336,38,0,294,13095,2021년 11월 04일 00시,null
348,2021-11-04 09:28:21.584,62,10895,충남,忠南,Chungcheongnam-do,88,9992,841,88,0,514,13094,2021년 11월 04일 00시,null
349,2021-11-04 09:28:21.584,85,8040,충북,忠北,Chungcheongbuk-do,47,7548,407,47,0,502,13093,2021년 11월 04일 00시,null
350,2021-11-04 09:28:21.584,67,7309,강원,江原,Gangwon-do,39,6979,263,39,0,474,13092,2021년 11월 04일 00시,null
351,2021-11-04 09:28:21.584,954,111298,경기,京畿,Gyeonggi-do,873,100989,9355,868,5,829,13091,2021년 11월 04일 00시,null
352,2021-11-04 09:28:21.584,2,1373,세종,世宗,Sejong,0,1346,25,0,0,386,13090,2021년 11월 04일 00시,null
353,2021-11-04 09:28:21.584,56,5451,울산,蔚山,Ulsan,4,5336,59,4,0,480,13089,2021년 11월 04일 00시,null
354,2021-11-04 09:28:21.584,55,7605,대전,大田,Daejeon,17,7398,152,17,0,520,13088,2021년 11월 04일 00시,null
355,2021-11-04 09:28:21.583,29,5419,광주,光州,Gwangju,14,5282,108,12,2,374,13087,2021년 11월 04일 00시,null
356,2021-11-04 09:28:21.583,109,19967,인천,仁川,Incheon,171,17876,1982,168,3,678,13086,2021년 11월 04일 00시,null
357,2021-11-04 09:28:21.583,272,17373,대구,大邱,Daegu,66,16382,719,66,0,718,13085,2021년 11월 04일 00시,null
358,2021-11-04 09:28:21.583,166,14133,부산,釜山,Busan,59,13443,524,59,0,417,13084,2021년 11월 04일 00시,null
359,2021-11-04 09:28:21.583,814,122789,서울,首尔,Seoul,946,109870,12105,944,2,1270,13083,2021년 11월 04일 00시,null
360,2021-11-04 09:28:21.583,2916,373120,합계,合计,Total,2482,341888,28316,2457,25,720,13082,2021년 11월 04일 00시,null
361,2021-11-03 14:22:54.776,16,6296,검역,隔離區,Lazaretto,8,6159,121,0,8,-,13081,2021년 11월 03일 00시,null
362,2021-11-03 14:22:54.776,2,3121,제주,济州,Jeju,17,3053,66,17,0,463,13080,2021년 11월 03일 00시,null
363,2021-11-03 14:22:54.776,42,13220,경남,庆南,Gyeongsangnam-do,108,12539,639,108,0,396,13079,2021년 11월 03일 00시,null
364,2021-11-03 14:22:54.776,95,9788,경북,庆北,Gyeongsangbuk-do,31,9314,379,31,0,371,13078,2021년 11월 03일 00시,null
365,2021-11-03 14:22:54.775,22,3616,전남,全南,Jeollanam-do,21,3416,178,21,0,195,13077,2021년 11월 03일 00시,null
366,2021-11-03 14:22:54.775,66,5269,전북,全北,Jeollabuk-do,43,4875,328,43,0,292,13076,2021년 11월 03일 00시,null
367,2021-11-03 14:22:54.775,61,10807,충남,忠南,Chungcheongnam-do,91,9962,784,91,0,510,13075,2021년 11월 03일 00시,null
368,2021-11-03 14:22:54.775,84,7993,충북,忠北,Chungcheongbuk-do,48,7502,407,47,1,499,13074,2021년 11월 03일 00시,null
369,2021-11-03 14:22:54.775,67,7270,강원,江原,Gangwon-do,29,6964,239,29,0,471,13073,2021년 11월 03일 00시,null
370,2021-11-03 14:22:54.775,946,110427,경기,京畿,Gyeonggi-do,899,100698,8783,895,4,822,13072,2021년 11월 03일 00시,null
371,2021-11-03 14:22:54.774,2,1373,세종,世宗,Sejong,1,1346,25,1,0,386,13071,2021년 11월 03일 00시,null
372,2021-11-03 14:22:54.774,56,5447,울산,蔚山,Ulsan,7,5331,60,6,1,479,13070,2021년 11월 03일 00시,null
373,2021-11-03 14:22:54.774,55,7588,대전,大田,Daejeon,19,7392,141,19,0,518,13069,2021년 11월 03일 00시,null
374,2021-11-03 14:22:54.774,29,5405,광주,光州,Gwangju,12,5280,96,11,1,373,13068,2021년 11월 03일 00시,null
375,2021-11-03 14:22:54.774,109,19796,인천,仁川,Incheon,183,17742,1945,181,2,673,13067,2021년 11월 03일 00시,null
376,2021-11-03 14:22:54.774,268,17307,대구,大邱,Daegu,66,16334,705,66,0,716,13066,2021년 11월 03일 00시,null
377,2021-11-03 14:22:54.773,165,14074,부산,釜山,Busan,80,13413,496,77,3,415,13065,2021년 11월 03일 00시,null
378,2021-11-03 14:22:54.773,807,121843,서울,首尔,Seoul,1004,109151,11885,997,7,1260,13064,2021년 11월 03일 00시,null
379,2021-11-03 14:22:54.773,2892,370640,합계,合计,Total,2667,340471,27277,2640,27,715,13063,2021년 11월 03일 00시,null
380,2021-11-02 09:30:50.554,16,6288,검역,隔離區,Lazaretto,1,6152,120,0,1,-,13043,2021년 11월 02일 00시,null
381,2021-11-02 09:30:50.554,2,3104,제주,济州,Jeju,2,3047,55,2,0,460,13042,2021년 11월 02일 00시,null
382,2021-11-02 09:30:50.554,41,13112,경남,庆南,Gyeongsangnam-do,54,12508,563,54,0,393,13041,2021년 11월 02일 00시,null
383,2021-11-02 09:30:50.554,95,9757,경북,庆北,Gyeongsangbuk-do,21,9290,372,21,0,370,13040,2021년 11월 02일 00시,null
384,2021-11-02 09:30:50.553,22,3595,전남,全南,Jeollanam-do,34,3403,170,34,0,194,13039,2021년 11월 02일 00시,null
385,2021-11-02 09:30:50.553,66,5226,전북,全北,Jeollabuk-do,14,4864,296,12,2,290,13038,2021년 11월 02일 00시,null
386,2021-11-02 09:30:50.553,61,10716,충남,忠南,Chungcheongnam-do,69,9917,738,69,0,505,13037,2021년 11월 02일 00시,null
387,2021-11-02 09:30:50.553,83,7945,충북,忠北,Chungcheongbuk-do,24,7473,389,24,0,496,13036,2021년 11월 02일 00시,null
388,2021-11-02 09:30:50.553,67,7241,강원,江原,Gangwon-do,29,6943,231,29,0,469,13035,2021년 11월 02일 00시,null
389,2021-11-02 09:30:50.553,939,109528,경기,京畿,Gyeonggi-do,501,100173,8416,499,2,816,13034,2021년 11월 02일 00시,null
390,2021-11-02 09:30:50.552,2,1372,세종,世宗,Sejong,5,1345,25,5,0,386,13033,2021년 11월 02일 00시,null
391,2021-11-02 09:30:50.552,56,5440,울산,蔚山,Ulsan,7,5329,55,7,0,479,13032,2021년 11월 02일 00시,null
392,2021-11-02 09:30:50.552,55,7569,대전,大田,Daejeon,28,7372,142,28,0,517,13031,2021년 11월 02일 00시,null
393,2021-11-02 09:30:50.552,29,5393,광주,光州,Gwangju,17,5274,90,14,3,372,13030,2021년 11월 02일 00시,null
394,2021-11-02 09:30:50.552,109,19613,인천,仁川,Incheon,113,17676,1828,112,1,666,13029,2021년 11월 02일 00시,null
395,2021-11-02 09:30:50.552,265,17241,대구,大邱,Daegu,42,16297,679,42,0,713,13028,2021년 11월 02일 00시,null
396,2021-11-02 09:30:50.551,164,13994,부산,釜山,Busan,28,13375,455,28,0,413,13027,2021년 11월 02일 00시,null
397,2021-11-02 09:30:50.551,802,120840,서울,首尔,Seoul,600,108509,11529,598,2,1250,13026,2021년 11월 02일 00시,null
398,2021-11-02 09:30:50.551,2874,367974,합계,合计,Total,1589,338947,26153,1578,11,710,13025,2021년 11월 02일 00시,null
399,2021-11-01 06:56:46.4,16,6287,검역,隔離區,Lazaretto,5,6147,124,0,5,-,13024,2021년 11월 01일 00시,null
400,2021-11-01 06:56:46.4,2,3102,제주,济州,Jeju,2,3042,58,2,0,460,13023,2021년 11월 01일 00시,null
401,2021-11-01 06:56:46.4,41,13058,경남,庆南,Gyeongsangnam-do,50,12469,548,50,0,391,13022,2021년 11월 01일 00시,null
402,2021-11-01 06:56:46.4,95,9736,경북,庆北,Gyeongsangbuk-do,27,9259,382,26,1,369,13021,2021년 11월 01일 00시,null
403,2021-11-01 06:56:46.399,22,3561,전남,全南,Jeollanam-do,18,3392,147,17,1,192,13020,2021년 11월 01일 00시,null
